"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Rashawn Scott","MIA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Andy Jones","DET","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Ed Eagan","NYG","2","WR","1","0","0","0","0","0","0","1","0","-2","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Hunter Sharp","NYG","3","WR","9","5","0","54","0","1","0","1","55.6","9.11","6","10.8","4.6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.9","0.13","2.78"
"Marcus Johnson","PHI","10","WR","8","5","0","45","0","0","0","0","62.5","16.75","5.63","9","1.8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","7","0.05","1.4"
"Charone Peake","NYJ","3","WR","1","1","0","3","0","0","0","0","100","2","3","3","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0.8","0.03","0.8"
"Cody Core","CIN","8","WR","4","0","0","0","0","0","0","0","0","31","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Demarcus Robinson","KC","16","WR","37","21","0","212","0","0","0","3","56.8","10.78","5.73","10.1","2.29","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","31.7","0.05","1.51"
"Michael Thomas","NO","16","WR","139","104","1","1245","2","5","0","2","74.8","9.96","8.96","11.97","4.32","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","206.5","0.24","1.99"
"Laquon Treadwell","MIN","16","WR","33","20","0","200","0","0","0","1","60.6","12.48","6.06","10","2.95","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","30","0.06","1.5"
"Josh Doctson","WAS","16","WR","72","35","2","502","0","6","2","3","48.6","15.13","6.97","14.34","3.74","","","","","","","","","","","","1","0","-14","0","0","0","-14","-3","0","0","0","","","","","","","","","0","0","102.3","0.14","2.84"
"Corey Coleman","CLV","9","WR","50","23","1","305","0","2","0","4","46","14.48","6.1","13.26","1.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","54","0.12","2.35"
"Kasen Williams","CLV","7","WR","17","9","0","84","0","0","0","1","52.9","12.41","4.94","9.33","1.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.9","0.1","1.43"
"Tyrell Williams","LAC","16","WR","68","43","3","728","2","4","3","6","63.2","14.26","10.71","16.93","7.84","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","118.3","0.14","2.75"
"Damiere Byrd","CAR","8","WR","16","10","0","105","0","2","0","1","62.5","8.81","6.56","10.5","6.3","","","","","","","","","","","","1","0","12","0","0","0","12","1","0","0","0","","","","","","","","","0","0","28.7","0.15","2.61"
"Larry Pinkard","JAX","3","WR","1","1","0","5","0","0","0","0","100","5","5","5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1","0.11","1"
"Jordan Leslie","CLV","2","WR","1","1","0","26","0","0","0","0","100","21","26","26","5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.1","0.12","3.1"
"Quan Bray","IND","6","WR","3","3","0","39","0","0","0","0","100","10","13","13","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.4","0.09","1.8"
"DeAndrew White","HST","2","WR","5","1","0","24","0","0","0","2","20","19","4.8","24","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.9","0.03","2.9"
"Geremy Davis","LAC","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Kaelin Clay","CAR","13","WR","19","6","0","85","0","0","0","2","31.6","16.95","4.47","14.17","4","","","","","","","","","","","","3","0","27","0","0","0","9","3.33","1","0.33","0","","","","","","","","","0","0","14.2","0.06","1.58"
"Justin Hardy","ATL","16","WR","29","20","0","221","0","3","0","2","69","8.83","7.62","11.05","3.85","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","50.1","0.13","2.5"
"Chris Conley","KC","5","WR","16","11","0","175","0","0","0","0","68.8","14.88","10.94","15.91","4.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","23","0.08","2.09"
"DeVante Parker","MIA","13","WR","95","57","0","670","0","1","0","4","60","12.64","7.05","11.75","3.53","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","101.5","0.15","1.78"
"Bernard Reedy","NE","8","WR","2","2","0","21","0","0","0","0","100","7","10.5","10.5","3.5","","","","","","","","","","","","3","0","17","0","0","0","5.67","2.67","0","0","0","","","","","","","","","0","0","4.8","0.2","0.96"
"Matt Hazel","CLV","3","WR","1","1","0","1","0","0","0","0","100","0","1","1","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0.6","0.05","0.6"
"T.J. Jones","DET","14","WR","45","30","0","399","0","1","0","3","66.7","11.84","8.87","13.3","2.43","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","60.9","0.15","2.03"
"Jared Abbrederis","DET","7","WR","7","3","0","44","0","0","0","0","42.9","7.57","6.29","14.67","9.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.9","0.05","1.97"
"Donte Moncrief","IND","12","WR","41","26","2","391","0","2","1","4","63.4","14.61","9.54","15.04","3.04","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","64.1","0.1","2.47"
"Jarvis Landry","MIA","16","WR","156","112","1","987","0","9","0","7","71.8","6.28","6.33","8.81","4.67","","","","","","","","","","","","1","0","-7","0","0","0","-7","0","0","0","3","","","","","","","","","0","0","208","0.22","1.84"
"Allen Robinson II","JAX","1","WR","1","1","0","17","0","0","0","0","100","16","17","17","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.2","0.73","2.2"
"Davante Adams","GB","14","WR","108","74","3","885","1","10","1","5","68.5","9.95","8.19","11.96","4.66","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","185.5","0.24","2.51"
"Paul Richardson Jr.","SEA","16","WR","80","44","3","703","1","6","1","8","55","15.41","8.79","15.98","2.86","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","128.3","0.16","2.92"
"Marqise Lee","JAX","14","WR","91","56","1","702","0","3","0","8","61.5","11.29","7.71","12.54","5.27","","","","","","","","","","","","1","0","17","0","0","0","17","16","3","3","1","","","","","","","","","1","1","117.9","0.16","2.07"
"Kelvin Benjamin","BUF","14","WR","78","48","1","692","1","3","0","5","61.5","12","8.87","14.42","3.02","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","111.2","0.19","2.32"
"Brandin Cooks","NE","16","WR","109","65","7","1082","2","7","2","7","59.6","15.94","9.93","16.65","3.62","","","","","","","","","","","","9","0","40","0","0","0","4.44","1.67","1","0.11","0","","","","","","","","","1","1","186.7","0.18","2.52"
"Sammy Watkins","LA","15","WR","66","39","2","593","1","8","1","0","59.1","15.23","8.98","15.21","4.82","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","126.8","0.16","3.25"
"Jaron Brown","ARZ","16","WR","64","31","1","477","1","4","1","1","48.4","16.19","7.45","15.39","3.1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","87.2","0.11","2.81"
"Tavarres King","NYG","8","WR","32","18","1","240","0","3","1","1","56.3","13.47","7.5","13.33","4.61","","","","","","","","","","","","2","0","3","0","0","0","1.5","1.5","0","0","0","","","","","","","","","0","0","51.3","0.13","2.56"
"Marquise Goodwin","SF","16","WR","99","56","5","962","3","2","1","6","56.6","16.01","9.72","17.18","3.45","","","","","","","","","","","","4","0","44","0","0","0","11","0.25","0","0","0","","","","","","","","","0","0","140.6","0.18","2.34"
"DeAndre Hopkins","HST","15","WR","164","96","2","1378","5","13","1","5","58.5","13.98","8.4","14.35","3.6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","263.8","0.26","2.75"
"Josh Gordon","CLV","5","WR","41","18","1","335","1","1","0","1","43.9","17.51","8.17","18.61","6.28","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","48.5","0.19","2.69"
"Brenton Bersin","CAR","8","WR","13","8","0","128","0","0","0","0","61.5","15.23","9.85","16","1.38","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","16.8","0.1","2.1"
"Josh Bellamy","CHI","15","WR","44","24","1","376","0","1","1","4","54.5","14","8.55","15.67","4.79","","","","","","","","","","","","1","0","6","0","0","0","6","3","1","1","0","","","","","","","","","0","0","56.2","0.13","2.25"
"Jermaine Kearse","NYJ","16","WR","96","65","4","810","2","5","0","3","67.7","9.48","8.44","12.46","4.65","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","143.5","0.16","2.21"
"Griff Whalen","BLT","2","WR","5","4","0","23","0","0","0","0","80","8","4.6","5.75","0.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.3","0.05","1.07"
"Brian Quick","WAS","8","WR","8","6","0","76","0","0","0","0","75","7","9.5","12.67","4.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","10.6","0.14","1.77"
"Terrelle Pryor Sr.","WAS","9","WR","35","20","1","240","0","1","1","4","57.1","11.83","6.86","12","3.05","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","40","0.11","2"
"Dontrelle Inman","CHI","12","WR","43","25","0","343","0","1","0","5","58.1","13.56","7.98","13.72","1.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","52.8","0.12","2.11"
"Andre Holmes","BUF","14","WR","23","13","0","120","0","3","0","1","56.5","14.61","5.22","9.23","0.85","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","36.5","0.11","2.81"
"Torrey Smith","PHI","16","WR","63","36","2","430","1","2","1","7","57.1","13.59","6.83","11.94","3.39","","","","","","","","","","","","1","0","-3","0","0","0","-3","1","0","0","0","","","","","","","","","0","0","72.7","0.1","1.96"
"Julio Jones","ATL","16","WR","143","88","4","1444","4","3","1","8","61.5","14.7","10.1","16.41","5.56","","","","","","","","","","","","1","0","15","0","0","0","15","0","0","0","0","","","","","","","","","0","0","207.9","0.27","2.34"
"A.J. Green","CIN","16","WR","134","75","4","1078","3","8","2","5","56","14.34","8.04","14.37","3.89","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","193.3","0.23","2.58"
"Joe Webb III","BUF","4","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","8","0","54","0","0","0","6.75","1.25","0","0","0","","","","","","","","","0","0","5.4","0.14","0.68"
"Antonio Brown","PIT","14","WR","155","101","7","1533","8","9","2","5","65.2","14.41","9.89","15.18","4.7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","3","","","","","","","","","1","2","257.8","0.29","2.55"
"Eric Decker","TEN","16","WR","83","54","0","563","0","1","0","5","65.1","9.96","6.78","10.43","2.46","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","89.3","0.12","1.65"
"Arrelious Benn","JAX","9","WR","2","1","0","12","0","0","0","1","50","8","6","12","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.7","0.02","1.7"
"Dez Bryant","DAL","16","WR","126","69","2","838","0","6","1","12","54.8","12.18","6.65","12.14","4.2","","","","","","","","","","","","1","0","-4","0","0","0","-4","1","0","0","1","","","","","","","","","0","0","153.9","0.17","2.2"
"Demaryius Thomas","DEN","16","WR","136","83","1","949","1","5","0","10","61","10.49","6.98","11.43","3.51","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","166.4","0.19","2"
"Don Carey","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Mike Wallace","BLT","15","WR","87","52","4","748","2","4","0","3","59.8","13.99","8.6","14.38","2.98","","","","","","","","","","","","1","0","4","0","0","0","4","1","0","0","0","","","","","","","","","0","0","125.2","0.17","2.36"
"Michael Crabtree","OAK","14","WR","99","58","2","618","0","8","1","6","58.6","10.98","6.24","10.66","3.38","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","2","2","138.8","0.23","2.39"
"Darrius Heyward-Bey","PIT","13","WR","3","2","1","47","0","0","0","0","66.7","19","15.67","23.5","11","","","","","","","","","","","","2","0","32","0","1","0","16","12","1","0.5","0","","","","","","","","","0","0","14.9","0.17","3.73"
"Matthew Slater","NE","5","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Harry Douglas","TEN","2","WR","3","1","0","8","0","0","0","0","33.3","9","2.67","8","12","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.3","0.06","1.3"
"DeSean Jackson","TB","14","WR","87","50","1","668","1","3","0","1","57.5","16.34","7.68","13.36","3.8","","","","","","","","","","","","3","0","38","0","0","0","12.67","1","0","0","0","","","","","","","","","0","2","113.6","0.19","2.14"
"Eric Weems","TEN","6","WR","2","1","0","5","0","0","0","0","50","-1","2.5","5","9","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1","0.07","0.5"
"Justin Thomas","PIT","0","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"Victor Bolden Jr.","SF","7","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jamal Agnew","DET","6","WR","2","2","0","18","0","0","0","0","100","-3.5","9","9","12.5","","","","","","","","","","","","2","0","9","0","0","0","4.5","0.5","0","0","0","","","","","","","","","0","0","3.7","0.26","0.93"
"Cooper Kupp","LA","15","WR","90","62","2","869","2","5","0","7","68.9","9.69","9.66","14.02","5.92","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","147.9","0.2","2.39"
"Tanner McEvoy","SEA","15","WR","9","5","1","113","0","0","0","2","55.6","21.33","12.56","22.6","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","13.8","0.06","2.76"
"Geronimo Allison","GB","15","WR","38","23","1","253","1","0","0","4","60.5","7.92","6.66","11","5.3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","36.8","0.11","1.6"
"Alex Erickson","CIN","14","WR","16","12","0","180","0","1","0","0","75","12.06","11.25","15","2.75","","","","","","","","","","","","5","0","16","0","0","0","3.2","1.2","0","0","1","","","","","","","","","0","0","31.6","0.17","1.86"
"Rashard Higgins","CLV","15","WR","46","27","1","312","0","2","1","2","58.7","10.24","6.78","11.56","5.56","","","","","","","","","","","","1","0","4","0","0","0","4","4","0","0","1","","","","","","","","","0","0","57.1","0.09","2.04"
"Braxton Miller","HST","11","WR","28","19","1","162","0","1","0","0","67.9","7.96","5.79","8.53","3.74","","","","","","","","","","","","1","0","1","0","0","0","1","2","0","0","0","","","","","","","","","0","0","31.8","0.07","1.59"
"Sterling Shepard","NYG","11","WR","83","59","3","731","3","2","2","4","71.1","8.89","8.81","12.39","5.14","","","","","","","","","","","","4","0","4","0","0","0","1","1.5","1","0.25","1","","","","","","","","","0","0","115","0.17","1.83"
"Adam Humphries","TB","16","WR","82","61","1","631","1","1","0","4","74.4","6.87","7.7","10.34","4.92","","","","","","","","","","","","1","0","6","0","0","0","6","1","0","0","1","","","","","","","","","0","0","100.2","0.15","1.62"
"Jamison Crowder","WAS","15","WR","96","66","1","789","2","3","0","7","68.8","7.58","8.22","11.95","5.5","","","","","","","","","","","","7","0","34","0","0","0","4.86","1.57","1","0.14","1","","","","","","","","","0","0","133.3","0.2","1.83"
"Brandon Coleman","NO","16","WR","34","23","2","364","0","3","0","0","67.6","10.41","10.71","15.83","6.04","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","65.9","0.1","2.87"
"Bennie Fowler","DEN","16","WR","54","29","0","350","0","3","0","4","53.7","10.74","6.48","12.07","3.45","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","67.5","0.12","2.33"
"Jeff Janis","GB","8","WR","5","2","0","12","0","0","0","0","40","21.4","2.4","6","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.2","0.04","1.1"
"Michael Campanaro","BLT","13","WR","24","19","0","173","0","1","0","2","79.2","5.63","7.21","9.11","4.32","","","","","","","","","","","","5","0","42","0","0","0","8.4","1.2","0","0","0","","","","","","","","","0","0","37","0.14","1.54"
"Odell Beckham Jr.","NYG","4","WR","41","25","2","302","0","3","1","6","61","13","7.37","12.08","2.84","","","","","","","","","","","","1","0","8","0","0","0","8","3","1","1","0","","","","","","","","","0","2","61.5","0.29","2.37"
"Adam Thielen","MIN","16","WR","135","91","5","1276","4","4","2","5","67.4","11.13","9.45","14.02","4.74","","","","","","","","","","","","1","0","11","0","0","0","11","5","0","0","3","","","","","","","","","0","0","198.2","0.19","2.15"
"Russell Shepard","CAR","15","WR","29","17","1","202","0","1","1","6","58.6","7.9","6.97","11.88","6.41","","","","","","","","","","","","2","0","19","0","0","0","9.5","4.5","2","1","1","","","","","","","","","0","0","36.6","0.08","1.93"
"Keenan Allen","LAC","16","WR","147","102","4","1393","7","6","1","11","69.4","9.89","9.48","13.66","5.13","","","","","","","","","","","","2","0","9","0","0","0","4.5","2","0","0","1","","","","","","","","","0","0","227.2","0.25","2.18"
"Brittan Golden","ARZ","9","WR","9","5","0","70","0","0","0","2","55.6","6.56","7.78","14","10","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9.5","0.13","1.9"
"Cole Beasley","DAL","15","WR","57","36","1","314","0","4","0","2","63.2","7.88","5.51","8.72","3.22","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","73.4","0.13","2.04"
"Kendall Wright","CHI","16","WR","82","59","0","614","1","1","0","3","72","7.94","7.49","10.41","3.27","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","96.9","0.17","1.64"
"Kamar Aiken","IND","15","WR","38","15","0","133","0","0","0","7","39.5","10.32","3.5","8.87","3.07","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","20.8","0.04","1.39"
"Jeremy Kerley","NYJ","8","WR","25","22","0","217","0","1","0","1","88","8.24","8.68","9.86","2.82","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","38.7","0.14","1.76"
"Danny Amendola","NE","15","WR","80","61","0","659","1","2","0","4","76.3","8.55","8.24","10.8","3.31","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","108.4","0.19","1.78"
"JoJo Natson","NYJ","6","WR","5","2","0","18","0","0","0","1","40","12","3.6","9","1.5","","","","","","","","","","","","1","0","15","0","0","0","15","0","0","0","0","","","","","","","","","0","0","4.3","0.2","1.43"
"Bobo Wilson","TB","3","WR","1","1","0","18","0","1","0","0","100","20","18","18","0","","","","","","","","","","","","3","0","8","0","0","0","2.67","5.67","1","0.33","0","","","","","","","","","0","0","9.1","0.48","2.27"
"Isaiah McKenzie","DEN","10","WR","12","4","0","29","0","0","0","1","33.3","16.75","2.42","7.25","3","","","","","","","","","","","","1","0","4","0","0","0","4","3","1","1","0","","","","","","","","","0","0","5.3","0.04","1.06"
"Ryan Switzer","DAL","15","WR","7","6","0","41","0","0","0","1","85.7","4.14","5.86","6.83","3.5","","","","","","","","","","","","4","0","5","0","0","0","1.25","0.5","0","0","0","","","","","","","","","0","0","7.6","0.08","0.76"
"Taywan Taylor","TEN","16","WR","26","16","2","231","0","1","1","0","61.5","13.73","8.88","14.44","3.56","","","","","","","","","","","","8","0","43","0","0","0","5.38","2.25","3","0.38","0","","","","","","","","","0","0","41.4","0.17","1.72"
"Adoree' Jackson","TEN","4","WR","1","0","0","0","0","0","0","1","0","8","0","0","0","","","","","","","","","","","","5","0","55","0","0","0","11","2.2","0","0","0","","","","","","","","","0","0","5.5","0.46","1.1"
"Jaydon Mickens","JAX","9","WR","11","6","1","77","0","2","0","1","54.5","7.36","7","12.83","6.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","22.7","0.22","3.78"
"Jace Billingsley","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
