"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Vyncint Smith","HST","6","WR","9","5","0","91","0","1","0","1","55.6","23.33","10.11","18.2","0.8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","17.6","0.1","3.52"
"Keelan Cole","JAX","16","WR","64","38","0","491","1","1","0","6","59.4","10.19","7.67","12.92","3.63","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","74.1","0.11","1.95"
"Derrick Willies","CLV","4","WR","5","3","0","61","0","0","0","0","60","11.8","12.2","20.33","11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","7.6","0.25","2.53"
"D.J. Moore","CAR","16","WR","76","54","3","781","1","2","1","4","71.1","9.62","10.28","14.46","7.91","","","","","","","","","","","","13","0","172","0","0","0","13.23","7.77","6","0.46","3","","","","","","","","","0","0","134.3","0.18","2"
"Calvin Ridley","ATL","16","WR","91","64","4","821","1","10","3","8","70.3","10.38","9.02","12.83","5.73","","","","","","","","","","","","5","0","24","0","0","0","4.8","3","1","0.2","2","","","","","","","","","0","0","176.5","0.27","2.56"
"Robert Foster","BUF","13","WR","44","27","4","541","3","3","2","1","61.4","20.95","12.3","20.04","5.93","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","85.6","0.19","3.17"
"Auden Tate","CIN","6","WR","12","4","0","35","0","0","0","1","33.3","10.83","2.92","8.75","0.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.5","0.07","1.38"
"Courtland Sutton","DEN","16","WR","79","42","3","704","0","4","0","9","53.2","15.57","8.91","16.76","3.98","","","","","","","","","","","","1","0","-1","0","0","0","-1","2","0","0","0","","","","","","","","","0","1","115.3","0.14","2.68"
"Allen Lazard","GB","1","WR","1","1","0","7","0","0","0","0","100","5","7","7","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.2","1.2","1.2"
"Dante Pettis","SF","11","WR","40","27","1","467","1","5","1","1","67.5","12.13","11.68","17.3","7.93","","","","","","","","","","","","1","0","-2","0","0","0","-2","1","0","0","0","","","","","","","","","0","0","90","0.2","3.21"
"Antonio Callaway","CLV","16","WR","78","43","3","586","0","5","1","6","55.1","14.51","7.51","13.63","5.42","","","","","","","","","","","","2","0","7","0","0","0","3.5","0.5","0","0","1","","","","","","","","","1","3","110.8","0.14","2.46"
"Malik Turner","SEA","6","WR","2","2","0","20","0","0","0","0","100","3","10","10","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3","0.07","1.5"
"Trent Sherfield","ARZ","9","WR","27","19","0","210","0","1","0","1","70.4","11","7.78","11.05","1.95","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","36.5","0.11","1.92"
"James Washington","PIT","14","WR","36","16","1","217","0","1","0","1","44.4","17.33","6.03","13.56","3.44","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","35.7","0.07","2.23"
"Christian Kirk","ARZ","12","WR","65","43","2","590","0","3","2","3","66.2","10.03","9.08","13.72","5.33","","","","","","","","","","","","3","0","35","0","0","0","11.67","1","0","0","0","","","","","","","","","0","1","102","0.19","2.22"
"Russell Gage","ATL","10","WR","10","6","0","63","0","0","0","2","60","10.2","6.3","10.5","3.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9.3","0.15","1.55"
"Chris Lacy","DET","1","WR","1","0","0","0","0","0","0","0","0","10","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Richie James Jr.","SF","11","WR","13","9","1","130","0","1","0","1","69.2","4.85","10","14.44","11.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","23.5","0.12","2.61"
"KhaDarel Hodge","LA","13","WR","3","2","0","17","0","0","0","0","66.7","7.67","5.67","8.5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.7","0.03","1.35"
"Michael Gallup","DAL","16","WR","66","33","2","507","0","2","1","3","50","14.38","7.68","15.36","5.09","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","79.2","0.11","2.4"
"Marcell Ateman","OAK","7","WR","30","15","0","154","0","1","0","2","50","11.97","5.13","10.27","2.27","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","28.9","0.08","1.93"
"Victor Bolden Jr.","BUF","4","WR","4","1","0","10","0","0","0","0","25","12.75","2.5","10","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.5","0.02","1.5"
"Keon Hatcher","OAK","2","WR","2","1","0","8","0","0","0","0","50","7","4","8","8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.3","0.22","1.3"
"Bobo Wilson","TB","5","WR","5","4","0","52","0","0","0","0","80","10.8","10.4","13","5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.2","0.1","1.8"
"Malachi Dupre","ARZ","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Noah Brown","DAL","8","WR","8","5","0","54","0","0","0","0","62.5","10.25","6.75","10.8","4.2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.9","0.08","1.58"
"David Moore","SEA","16","WR","50","26","2","445","1","5","0","2","52","16.88","8.9","17.12","3.42","","","","","","","","","","","","1","0","5","0","0","0","5","4","2","2","2","","","","","","","","","0","0","88","0.14","3.26"
"Josh Malone","CIN","9","WR","4","1","0","12","0","0","0","1","25","9.5","3","12","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.7","0.02","1.7"
"Chad Williams","ARZ","10","WR","42","17","0","171","0","1","0","3","40.5","13.64","4.07","10.06","1.06","","","","","","","","","","","","1","0","9","0","0","0","9","9","0","0","0","","","","","","","","","0","0","32.5","0.08","1.81"
"Taywan Taylor","TEN","13","WR","55","37","2","466","1","1","0","5","67.3","13.58","8.47","12.59","4.73","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","71.1","0.16","1.92"
"Zay Jones","BUF","16","WR","99","56","1","652","0","7","0","3","56.6","13.11","6.59","11.64","2.32","","","","","","","","","","","","1","0","0","0","0","0","0","4","0","0","1","","","","","","","","","1","1","135.2","0.14","2.37"
"Jaydon Mickens","JAX","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Max McCaffrey","SF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Johnny Holton","OAK","1","WR","1","0","0","0","0","0","0","0","0","40","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Geronimo Allison","GB","5","WR","28","20","1","303","0","2","1","3","71.4","13.32","10.82","15.15","5.65","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","52.3","0.22","2.61"
"Alonzo Russell","NYG","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Maurice Harris","WAS","12","WR","44","28","1","304","1","0","0","1","63.6","11.09","6.91","10.86","3.18","","","","","","","","","","","","2","0","10","0","0","0","5","1","0","0","0","","","","","","","","","0","0","45.4","0.1","1.51"
"Mose Frazier","CAR","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jakeem Grant","MIA","10","WR","31","21","1","268","0","2","1","1","67.7","8.81","8.65","12.76","6.76","","","","","","","","","","","","1","0","5","0","0","0","5","1","0","0","0","","","","","","","","","0","0","49.8","0.18","2.26"
"Rashard Higgins","CLV","13","WR","51","39","1","572","0","4","0","3","76.5","11.98","11.22","14.67","3.9","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","100.7","0.21","2.58"
"Michael Thomas","NO","16","WR","146","125","2","1405","4","9","1","3","85.6","7.93","9.62","11.24","4.02","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","1","257","0.28","2.06"
"Josh Doctson","WAS","15","WR","75","44","0","532","0","2","0","3","58.7","15.37","7.09","12.09","2.89","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","87.2","0.1","1.98"
"Will Fuller V","HST","7","WR","42","32","1","503","3","4","1","0","76.2","14.95","11.98","15.72","5.16","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","90.3","0.24","2.82"
"Corey Coleman","NYG","8","WR","8","5","0","71","0","0","0","1","62.5","12.75","8.88","14.2","2","","","","","","","","","","","","1","0","5","0","0","0","5","2","0","0","0","","","","","","","","","0","0","10.1","0.08","1.68"
"Bradley Marquez","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Stefon Diggs","MIN","15","WR","141","102","2","1021","4","9","1","1","72.3","9.82","7.24","10.01","4.29","","","","","","","","","","","","10","0","62","0","0","0","6.2","1.3","0","0","0","","","","","","","","","1","1","213.3","0.24","1.9"
"Rashad Greene Sr.","JAX","8","WR","9","6","0","60","0","0","0","1","66.7","7.22","6.67","10","2.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","9","0.08","1.5"
"Devin Funchess","CAR","14","WR","77","44","0","549","0","4","0","6","57.1","13.29","7.13","12.48","1.8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","100.9","0.16","2.29"
"Phillip Dorsett","NE","16","WR","43","32","0","290","0","3","0","2","74.4","12.12","6.74","9.06","3.19","","","","","","","","","","","","4","0","29","0","0","0","7.25","2","0","0","0","","","","","","","","","0","0","65.9","0.17","1.83"
"Kevin White","CHI","9","WR","8","4","1","92","0","0","0","0","50","23.13","11.5","23","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","11.2","0.07","2.8"
"Allen Hurns","DAL","16","WR","33","20","1","295","0","2","0","1","60.6","14.52","8.94","14.75","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","51.5","0.11","2.58"
"Quincy Enunwa","NYJ","11","WR","62","38","2","449","0","1","0","6","61.3","8.23","7.24","11.82","7.47","","","","","","","","","","","","1","0","0","0","0","0","0","4","1","1","2","","","","","","","","","0","1","69.9","0.13","1.79"
"De'Anthony Thomas","KC","5","WR","5","3","0","29","0","1","0","0","60","14.6","5.8","9.67","10","","","","","","","","","","","","1","0","6","0","0","0","6","1","0","0","0","","","","","","","","","0","0","11","0.31","2.75"
"Martavis Bryant","OAK","8","WR","26","19","1","266","0","0","0","2","73.1","11.96","10.23","14","6.95","","","","","","","","","","","","3","0","23","0","0","0","7.67","3","1","0.33","1","","","","","","","","","0","0","38.4","0.17","1.75"
"Cody Latimer","NYG","6","WR","16","11","0","190","0","1","0","0","68.8","19.94","11.88","17.27","2.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","30.5","0.15","2.77"
"Davante Adams","GB","15","WR","162","111","5","1386","5","13","0","5","68.5","11.69","8.56","12.49","4.3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","272.1","0.29","2.45"
"Jordan Matthews","PHI","14","WR","26","20","1","300","0","2","1","1","76.9","11","11.54","15","3.9","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","52","0.15","2.6"
"Kelvin Benjamin","KC","15","WR","64","25","1","380","0","1","0","5","39.1","16.59","5.94","15.2","2.2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","56.5","0.11","2.26"
"Brandin Cooks","LA","16","WR","110","80","4","1204","5","5","1","1","72.7","13.2","10.95","15.05","4.4","","","","","","","","","","","","10","0","68","0","1","0","6.8","1.4","0","0","1","","","","","","","","","0","0","203.2","0.21","2.26"
"Mike Evans","TB","16","WR","135","86","6","1524","8","8","3","7","63.7","16.55","11.29","17.72","3.42","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","1","243.4","0.26","2.83"
"Jaron Brown","SEA","16","WR","18","14","1","166","0","5","0","0","77.8","14.67","9.22","11.86","3.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","53.6","0.15","3.83"
"Nick Williams","LA","4","WR","5","2","0","17","0","0","0","1","40","9","3.4","8.5","2.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.7","0.04","1.35"
"Terrance Williams","DAL","3","WR","2","2","0","18","0","0","0","0","100","5.5","9","9","3.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.8","0.07","1.4"
"DeAndre Hopkins","HST","16","WR","159","115","4","1572","7","11","2","0","72.3","12.21","9.89","13.67","3.37","","","","","","","","","","","","1","0","-7","0","0","0","-7","0","0","0","2","","","","","","","","","0","0","280","0.26","2.41"
"Josh Gordon","NE","12","WR","67","41","3","737","2","4","1","5","61.2","14.37","11","17.98","6.51","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","118.2","0.19","2.88"
"Rod Streater","CLV","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","-11","0","0","0","-11","0","0","0","0","","","","","","","","","0","0","-1.1","-0.05","-1.1"
"Rishard Matthews","NYJ","7","WR","9","5","0","24","0","0","0","0","55.6","5","2.67","4.8","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.9","0.03","0.98"
"T.Y. Hilton","IND","14","WR","116","76","6","1270","5","6","1","4","65.5","11.58","10.95","16.71","5.88","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","201","0.26","2.64"
"Alshon Jeffery","PHI","13","WR","90","65","2","843","2","6","0","5","72.2","10.96","9.37","12.97","4.15","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","152.8","0.2","2.35"
"Brian Quick","WAS","5","WR","3","3","0","18","0","0","0","0","100","5.33","6","6","0.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.3","0.04","1.1"
"Dontrelle Inman","IND","9","WR","38","28","0","304","0","3","0","3","73.7","11.16","8","10.86","2.07","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","62.4","0.17","2.23"
"Chris Hogan","NE","16","WR","51","35","2","532","0","3","1","2","68.6","13.1","10.43","15.2","5.51","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","88.7","0.11","2.53"
"Julio Jones","ATL","16","WR","166","113","2","1677","10","8","0","8","68.1","14.27","10.1","14.84","4","","","","","","","","","","","","2","0","12","0","0","0","6","8","1","0.5","2","","","","","","","","","0","0","273.4","0.33","2.38"
"Antonio Brown","PIT","15","WR","164","104","6","1297","5","15","4","1","63.4","11.65","7.91","12.47","4.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","271.7","0.27","2.61"
"Mike Wallace","PHI","2","WR","3","0","0","0","0","0","0","0","0","35.67","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Michael Crabtree","BLT","16","WR","98","54","0","607","0","3","0","11","55.1","11","6.19","11.24","2.52","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","105.7","0.13","1.96"
"Darrius Heyward-Bey","PIT","14","WR","2","1","0","9","0","0","0","0","50","17","4.5","9","10","","","","","","","","","","","","1","0","-7","0","0","0","-7","1","0","0","0","","","","","","","","","0","0","0.7","0.01","0.35"
"Ted Ginn Jr.","NO","5","WR","29","17","1","209","0","2","0","2","58.6","17.72","7.21","12.29","2.82","","","","","","","","","","","","3","0","26","0","0","0","8.67","1.33","1","0.33","1","","","","","","","","","1","1","44","0.22","2.2"
"Brandon Zylstra","MIN","9","WR","2","1","0","23","0","0","0","0","50","26","11.5","23","8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.8","0.16","2.8"
"DaeSean Hamilton","DEN","14","WR","45","30","0","243","0","2","0","2","66.7","8.69","5.4","8.1","2.37","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","51.3","0.11","1.71"
"Da'Mari Scott","BUF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Trey Quinn","WAS","3","WR","10","9","0","75","0","1","0","0","90","7.3","7.5","8.33","2.22","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","18","0.17","1.8"
"Jawill Davis","NYG","5","WR","8","4","0","40","0","0","0","0","50","17.25","5","10","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6","0.1","1.5"
"Isaiah Ford","MIA","1","WR","1","0","0","0","0","0","0","0","0","5","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Trent Taylor","SF","14","WR","38","26","0","215","0","1","0","2","68.4","6.55","5.66","8.27","3.96","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","40.5","0.13","1.56"
"Dede Westbrook","JAX","16","WR","96","66","1","717","1","5","1","6","68.8","9.13","7.47","10.86","5.5","","","","","","","","","","","","9","1","98","0","0","0","10.89","2.22","3","0.33","2","","","","","","","","","0","2","144.5","0.18","1.93"
"Cooper Kupp","LA","8","WR","49","40","3","566","1","6","3","2","81.6","8.76","11.55","14.15","7.6","","","","","","","","","","","","4","0","25","0","0","0","6.25","2.5","0","0","0","","","","","","","","","0","0","115.1","0.26","2.62"
"Tommylee Lewis","NO","6","WR","3","3","0","60","0","1","0","0","100","20.67","20","20","0","","","","","","","","","","","","2","0","10","0","0","0","5","4","1","0.5","1","","","","","","","","","0","0","14.5","0.21","2.9"
"Alex Erickson","CIN","15","WR","28","20","0","167","0","0","0","1","71.4","9.71","5.96","8.35","3.3","","","","","","","","","","","","3","0","22","0","0","0","7.33","2.67","0","0","0","","","","","","","","","0","0","28.9","0.08","1.26"
"Tyreek Hill","KC","16","WR","129","87","8","1479","6","12","4","5","67.4","15.51","11.47","17","6.02","","","","","","","","","","","","22","0","151","0","1","0","6.86","1.05","2","0.09","0","","","","","","","","","0","0","284.5","0.31","2.61"
"Darius Jennings","TEN","16","WR","15","11","0","101","0","0","0","1","73.3","10.73","6.73","9.18","3.55","","","","","","","","","","","","1","0","2","0","0","0","2","3","0","0","0","","","","","","","","","0","0","15.8","0.09","1.32"
"Cameron Meredith","NO","6","WR","10","9","1","114","0","1","0","0","90","10.1","11.4","12.67","4.11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","21.9","0.17","2.43"
"DeAndre Carter","HST","11","WR","24","22","1","216","0","0","0","0","91.7","2.71","9","9.82","7.36","","","","","","","","","","","","1","0","7","0","0","0","7","6","1","1","1","","","","","","","","","0","0","33.3","0.12","1.45"
"Seth Roberts","OAK","15","WR","60","45","1","494","0","2","0","3","75","8.82","8.23","10.98","5.02","","","","","","","","","","","","3","0","5","0","0","0","1.67","0.67","0","0","0","","","","","","","","","0","0","84.4","0.15","1.76"
"Jarvis Landry","CLV","16","WR","137","81","2","976","4","4","2","6","59.1","11.29","7.12","12.05","3.49","","","","","","","","","","","","3","1","60","0","1","0","20","9","1","0.33","1","","","","","","","","","1","2","174.1","0.18","2.07"
"Sammy Watkins","KC","10","WR","53","40","2","519","2","3","0","2","75.5","8.91","9.79","12.97","5.88","","","","","","","","","","","","5","0","52","0","0","0","10.4","9","5","1","1","","","","","","","","","0","0","95.1","0.21","2.11"
"Keenan Allen","LAC","16","WR","125","97","1","1196","3","6","0","3","77.6","9.45","9.57","12.33","4.14","","","","","","","","","","","","9","0","75","0","0","0","8.33","2.56","2","0.22","2","","","","","","","","","1","1","211.6","0.27","2"
"Cole Beasley","DAL","16","WR","85","65","0","672","1","3","0","2","76.5","7.53","7.91","10.34","3.32","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","117.7","0.17","1.81"
"Doug Baldwin","SEA","13","WR","73","50","2","618","1","5","0","1","68.5","12.41","8.47","12.36","3.26","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","116.8","0.16","2.34"
"Dwayne Harris","OAK","12","WR","6","6","0","40","0","0","0","0","100","-1","6.67","6.67","7.67","","","","","","","","","","","","2","0","12","0","0","0","6","3.5","1","0.5","1","","","","","","","","","0","0","8.2","0.15","1.02"
"Jeremy Kerley","BUF","1","WR","4","2","0","7","0","0","0","0","50","4.5","1.75","3.5","6.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.7","0.04","0.85"
"Randall Cobb","GB","9","WR","57","38","1","383","1","2","1","4","66.7","8.02","6.72","10.08","6.32","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","69.3","0.15","1.82"
"Blaine Clausell","ARZ","1","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Brandon Powell","DET","5","WR","17","11","1","129","1","0","0","0","64.7","3","7.59","11.73","10.64","","","","","","","","","","","","1","0","4","0","0","0","4","2","0","0","0","","","","","","","","","0","0","18.8","0.19","1.57"
"Riley McCarron","NE","1","WR","1","0","0","0","0","0","0","0","0","27","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Equanimeous St. Brown","GB","11","WR","34","21","1","328","0","0","0","0","61.8","14.38","9.65","15.62","5.52","","","","","","","","","","","","1","0","5","0","0","0","5","5","1","1","0","","","","","","","","","0","0","43.8","0.12","1.99"
"Ray-Ray McCloud III","BUF","10","WR","6","5","0","36","0","0","0","1","83.3","2","6","7.2","5.4","","","","","","","","","","","","2","0","4","0","0","0","2","2.5","0","0","0","","","","","","","","","0","0","6.5","0.05","0.93"
"Keke Coutee","HST","6","WR","38","28","1","287","1","1","0","3","73.7","4.66","7.55","10.25","7.54","","","","","","","","","","","","3","0","0","0","0","0","0","1.67","0","0","0","","","","","","","","","0","0","48.7","0.18","1.57"
"Cam Phillips","BUF","2","WR","1","1","0","9","0","0","0","0","100","3","9","9","6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.4","0.05","1.4"
"Janarion Grant","BLT","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Deontay Burnett","NYJ","5","WR","15","10","0","143","0","0","0","1","66.7","11.47","9.53","14.3","2.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19.3","0.15","1.93"
