"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Richard Rodgers","PHI","6","TE","1","1","0","7","0","0","0","0","100","-3","7","7","10","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.2","0.03","1.2"
"Cyrus Kouandjio","DEN","2","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Darren Fells","CLV","16","TE","12","11","1","117","0","3","1","0","91.7","5.83","9.75","10.64","5.91","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","35.2","0.08","3.2"
"Jack Doyle","IND","6","TE","32","26","0","245","0","2","0","0","81.3","5.56","7.66","9.42","4.42","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","49.5","0.15","1.9"
"Josh Hill","NO","16","TE","23","16","0","185","0","1","0","2","69.6","3.83","8.04","11.56","10.56","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","32.5","0.05","2.03"
"Ryan Griffin","HST","14","TE","42","24","1","305","0","0","0","2","57.1","8.52","7.26","12.71","6.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","42.5","0.06","1.77"
"Luke Willson","DET","14","TE","19","13","0","87","0","0","0","2","68.4","3.74","4.58","6.69","4.77","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","15.2","0.04","1.17"
"Levine Toilolo","DET","16","TE","24","21","0","263","0","1","0","0","87.5","7.29","10.96","12.52","5.52","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","42.8","0.08","2.04"
"Dion Sims","CHI","8","TE","4","2","0","9","0","0","0","1","50","9.25","2.25","4.5","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.9","0.01","0.95"
"Travis Kelce","KC","16","TE","139","103","2","1336","5","10","0","8","74.1","9.36","9.61","12.97","5.57","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","1","245.1","0.25","2.38"
"Vance McDonald","PIT","15","TE","67","50","2","610","1","4","1","4","74.6","5.99","9.1","12.2","7.84","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","110","0.2","2.2"
"Zach Ertz","PHI","16","TE","154","116","0","1163","5","8","0","6","75.3","7.44","7.55","10.03","3.22","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","222.3","0.22","1.92"
"Garrett Celek","SF","15","TE","8","5","1","90","0","2","1","1","62.5","11.38","11.25","18","8.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","23.5","0.08","4.7"
"Rhett Ellison","NYG","14","TE","32","25","0","272","0","1","0","2","78.1","6.41","8.5","10.88","5.2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","45.7","0.08","1.83"
"Virgil Green","LAC","16","TE","27","19","0","210","0","1","0","4","70.4","5.07","7.78","11.05","5.47","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","36.5","0.05","1.92"
"Charles Clay","BUF","13","TE","32","21","0","184","0","0","0","2","65.6","9.53","5.75","8.76","3.29","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","28.9","0.06","1.38"
"Lee Smith","OAK","16","TE","11","10","0","73","0","3","0","0","90.9","3.09","6.64","7.3","5.7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","30.3","0.11","3.03"
"Niles Paul","JAX","6","TE","13","10","0","98","0","0","0","2","76.9","8.15","7.54","9.8","2.8","","","","","","","","","","","","1","0","-3","0","0","0","-3","2","0","0","0","","","","","","","","","0","0","14.5","0.14","1.32"
"Luke Stocker","TEN","16","TE","21","15","0","165","0","2","0","0","71.4","7.33","7.86","11","4.53","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","36","0.07","2.25"
"Lance Kendricks","GB","16","TE","24","19","0","170","0","1","0","3","79.2","5.67","7.08","8.95","5.95","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","32.5","0.1","1.71"
"Kyle Rudolph","MIN","16","TE","76","64","1","634","1","4","1","1","84.2","7.26","8.34","9.91","3.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","119.4","0.13","1.87"
"Logan Paulsen","ATL","15","TE","9","9","0","91","0","1","0","0","100","3.67","10.11","10.11","6.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19.6","0.05","2.18"
"Jimmy Graham","GB","16","TE","83","55","1","636","1","2","0","3","66.3","9.73","7.66","11.56","4.71","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","103.1","0.13","1.87"
"Ed Dickson","SEA","10","TE","13","12","1","143","0","3","0","0","92.3","7.31","11","11.92","6.58","","","","","","","","","","","","1","0","9","0","0","0","9","8","0","0","0","","","","","","","","","0","0","39.2","0.11","3.02"
"Rob Gronkowski","NE","13","TE","71","47","1","682","2","3","0","2","66.2","12.54","9.61","14.51","3.79","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","109.7","0.13","2.33"
"Clinton McDonald","OAK","5","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"John Phillips","ARZ","8","TE","3","3","0","38","0","0","0","0","100","10","12.67","12.67","2.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.3","0.04","1.77"
"Jared Cook","OAK","16","TE","99","68","1","896","4","6","0","5","68.7","8.59","9.05","13.18","5.31","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","159.6","0.21","2.35"
"Greg Olsen","CAR","9","TE","39","27","0","291","0","4","0","1","69.2","8.92","7.46","10.78","3.3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","66.6","0.16","2.47"
"Delanie Walker","TEN","1","TE","7","4","0","52","0","0","0","0","57.1","7.14","7.43","13","4.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.2","0.18","1.8"
"Benjamin Watson","NO","16","TE","44","35","0","400","0","2","0","2","79.5","10.41","9.09","11.43","2.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","69.5","0.14","1.99"
