"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"James Washington","PIT","15","WR","77","44","4","735","1","3","1","5","57.1","15.91","9.55","16.7","4.59","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","113.5","0.18","2.58"
"D.J. Chark Jr.","JAX","15","WR","114","73","1","1008","3","8","0","2","64","12.32","8.84","13.81","4.29","","","","","","","","","","","","2","0","20","0","0","0","10","10","1","0.5","0","","","","","","","","","1","2","187.3","0.22","2.5"
"Steven Mitchell Jr.","HST","3","WR","6","2","0","37","0","0","0","0","33.3","17.5","6.17","18.5","6.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.7","0.06","2.35"
"Scotty Miller","TB","10","WR","23","13","1","200","0","1","0","0","56.5","16.57","8.7","15.38","2.92","","","","","","","","","","","","2","0","16","0","0","0","8","8","1","0.5","0","","","","","","","","","0","0","34.1","0.19","2.27"
"Deontay Burnett","PHI","1","WR","4","2","1","48","0","0","0","0","50","21.75","12","24","3.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.8","0.39","2.9"
"Andy Isabella","ARZ","14","WR","13","9","2","189","0","1","1","0","69.2","6.92","14.54","21","15.56","","","","","","","","","","","","4","0","15","0","0","0","3.75","0.75","0","0","0","","","","","","","","","0","0","30.9","0.2","2.38"
"Mecole Hardman","KC","16","WR","36","26","4","538","0","6","4","1","72.2","9.58","14.94","20.69","11.46","","","","","","","","","","","","4","0","17","0","0","0","4.25","0.75","1","0.25","0","","","","","","","","","0","0","104.5","0.22","3.48"
"Byron Pringle","KC","14","WR","16","12","0","170","1","1","0","2","75","11.5","10.63","14.17","5.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","29","0.2","2.42"
"KeeSean Johnson","ARZ","10","WR","40","21","0","187","0","1","0","3","52.5","10.15","4.67","8.9","2.33","","","","","","","","","","","","1","0","3","0","0","0","3","0","0","0","1","","","","","","","","","1","1","35.5","0.1","1.61"
"Preston Williams","MIA","8","WR","59","32","0","428","0","3","0","3","54.2","14.58","7.25","13.38","2.22","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","76.8","0.19","2.4"
"Juwann Winfree","DEN","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"J.J. Arcega-Whiteside","PHI","16","WR","19","10","0","169","0","1","0","1","52.6","18.11","8.89","16.9","1.9","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","27.9","0.06","2.79"
"Ishmael Hyman","TB","2","WR","4","2","0","34","0","0","0","1","50","16.25","8.5","17","0.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.4","0.07","2.2"
"Michael Gallup","DAL","14","WR","112","66","5","1107","4","6","2","13","58.9","13.46","9.88","16.77","5.05","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","179.7","0.21","2.72"
"Darius Slayton","NYG","14","WR","80","48","3","740","2","8","1","3","60","14.35","9.25","15.42","4.15","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","146","0.21","3.04"
"Marcell Ateman","OAK","11","WR","9","5","0","116","0","0","0","1","55.6","18.11","12.89","23.2","5.6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","14.1","0.1","2.82"
"Darvin Kidsy","WAS","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Chad Beebe","MIN","3","WR","2","2","1","70","0","0","0","0","100","1","35","35","34","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8","0.19","4"
"Deon Cain","PIT","13","WR","19","9","0","124","0","0","0","2","47.4","13","6.53","13.78","2.44","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","16.9","0.06","1.88"
"C.J. Board","JAX","4","WR","3","2","0","31","0","0","0","1","66.7","10.33","10.33","15.5","3.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.1","0.11","2.05"
"Krishawn Hogan","NO","8","WR","1","1","0","4","0","0","0","0","100","2","4","4","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0.9","0.01","0.9"
"Robert Davis","PHI","6","WR","5","2","0","17","0","0","0","0","40","7.2","3.4","8.5","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.7","0.02","1.35"
"Josh Reynolds","LA","16","WR","39","21","0","326","0","1","0","2","53.8","11.38","8.36","15.52","6.81","","","","","","","","","","","","5","0","23","0","0","0","4.6","1.4","0","0","0","","","","","","","","","0","0","51.4","0.11","1.98"
"Kenny Golladay","DET","16","WR","113","65","6","1190","5","11","4","5","57.5","16.19","10.53","18.31","4.66","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","217.5","0.23","3.35"
"Cooper Kupp","LA","16","WR","132","94","4","1161","5","10","1","3","71.2","7.28","8.8","12.35","5.83","","","","","","","","","","","","2","0","4","0","0","0","2","4.5","0","0","3","","","","","","","","","0","0","223.5","0.25","2.33"
"John Ross","CIN","8","WR","55","28","2","506","2","3","2","7","50.9","15.27","9.2","18.07","7.21","","","","","","","","","","","","3","0","4","0","0","0","1.33","1.33","0","0","1","","","","","","","","","0","0","83","0.21","2.68"
"Mike Williams","LAC","15","WR","85","49","8","1001","2","2","1","6","57.6","18.27","11.78","20.43","4.08","","","","","","","","","","","","1","0","2","0","0","0","2","4","0","0","0","","","","","","","","","0","0","136.8","0.16","2.74"
"Marvin Hall","DET","9","WR","10","7","3","261","0","1","1","0","70","29.7","26.1","37.29","5","","","","","","","","","","","","1","0","7","0","0","0","7","3","0","0","0","","","","","","","","","0","0","36.3","0.29","4.54"
"Johnny Holton","PIT","16","WR","13","3","0","21","0","0","0","2","23.1","26.92","1.62","7","3.33","","","","","","","","","","","","1","0","9","0","0","0","9","3","0","0","0","","","","","","","","","0","0","4.5","0.02","1.13"
"Robby Anderson","NYJ","16","WR","92","52","2","778","3","5","1","3","56.5","15.76","8.46","14.96","3.52","","","","","","","","","","","","1","0","4","0","0","0","4","0","0","0","1","","","","","","","","","1","1","134.2","0.14","2.53"
"Mike Thomas","LA","7","WR","5","2","0","14","0","0","0","0","40","10.4","2.8","7","4.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.4","0.06","1.2"
"Cody Core","NYG","12","WR","3","3","0","28","0","0","0","0","100","8.67","9.33","9.33","0.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.3","0.07","1.43"
"Trevor Davis","MIA","9","WR","10","8","0","111","0","0","0","0","80","9.7","11.1","13.88","8.63","","","","","","","","","","","","4","1","73","0","1","1","18.25","1","0","0","1","","","","","","","","","0","0","28.4","0.14","2.37"
"Tyler Boyd","CIN","16","WR","142","90","3","1046","4","5","1","7","63.4","9.6","7.37","11.62","3.98","","","","","","","","","","","","4","0","23","0","0","0","5.75","4.25","0","0","2","","","","","","","","","0","0","181.9","0.19","1.94"
"Michael Thomas","NO","16","WR","180","149","3","1725","10","9","0","6","82.8","8.18","9.58","11.58","3.95","","","","","","","","","","","","1","0","-9","0","0","0","-9","0","0","0","1","","","","","","","","","0","1","300.1","0.32","2"
"Josh Doctson","MIN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Will Fuller V","HST","11","WR","70","49","4","670","2","3","1","6","70","14.67","9.57","13.67","4.55","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","109.5","0.19","2.23"
"Tyrell Williams","OAK","14","WR","64","42","4","651","1","6","2","5","65.6","14.02","10.17","15.5","4.71","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","122.1","0.17","2.91"
"Darius Jennings","TEN","8","WR","5","2","0","17","0","0","0","0","40","15.4","3.4","8.5","7.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.7","0.05","1.35"
"Damiere Byrd","ARZ","11","WR","45","32","2","359","0","1","0","1","71.1","9.98","7.98","11.22","4.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","57.9","0.13","1.81"
"Stefon Diggs","MIN","15","WR","91","63","8","1132","5","6","4","6","69.2","15.56","12.44","17.97","4.97","","","","","","","","","","","","5","0","61","0","0","0","12.2","9.4","3","0.6","4","","","","","","","","","0","1","186.8","0.24","2.75"
"Devin Funchess","IND","1","WR","5","3","0","32","0","0","0","0","60","11.2","6.4","10.67","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.7","0.13","1.57"
"Phillip Dorsett","NE","14","WR","56","29","2","397","0","5","1","0","51.8","15.29","7.09","13.69","2.79","","","","","","","","","","","","3","0","21","0","0","0","7","1.33","0","0","0","","","","","","","","","0","1","86.3","0.15","2.7"
"Breshad Perriman","TB","14","WR","65","36","1","645","3","6","0","1","55.4","18.78","9.92","17.92","3.58","","","","","","","","","","","","2","0","16","0","0","0","8","2","0","0","0","","","","","","","","","0","1","120.1","0.19","3.16"
"Nelson Agholor","PHI","11","WR","65","39","1","363","1","3","0","3","60","12.43","5.58","9.31","3.72","","","","","","","","","","","","2","0","7","0","0","0","3.5","3.5","0","0","2","","","","","","","","","1","1","74.5","0.11","1.82"
"Seth Roberts","BLT","16","WR","32","21","0","271","0","2","0","1","65.6","10.56","8.47","12.9","3.29","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","49.6","0.09","2.36"
"Donte Moncrief","CAR","8","WR","14","4","0","18","0","0","0","2","28.6","12.86","1.29","4.5","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.8","0.03","0.95"
"Jarvis Landry","CLV","16","WR","130","83","2","1174","2","6","1","5","63.8","10.45","9.03","14.14","5.2","","","","","","","","","","","","1","0","10","0","0","0","10","1","0","0","0","","","","","","","","","0","0","195.9","0.2","2.33"
"Davante Adams","GB","12","WR","124","83","2","997","5","5","0","8","66.9","10.23","8.04","12.01","4.72","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","1","1","171.2","0.25","2.06"
"Brandin Cooks","LA","14","WR","67","42","1","583","1","2","0","5","62.7","14.49","8.7","13.88","4.05","","","","","","","","","","","","6","0","52","0","0","0","8.67","2.17","0","0","0","","","","","","","","","0","1","96.5","0.14","2.01"
"Odell Beckham Jr.","CLV","16","WR","130","74","3","1035","2","4","1","7","56.9","13.62","7.96","13.99","4.45","","","","","","","","","","","","3","0","10","0","0","0","3.33","2","1","0.33","0","","","","","","","","","0","0","165.5","0.17","2.15"
"Mike Evans","TB","13","WR","114","67","7","1157","3","8","2","7","58.8","15.67","10.15","17.27","3.97","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","197.2","0.25","2.94"
"Sammy Watkins","KC","14","WR","88","52","2","673","1","3","2","4","59.1","9.83","7.65","12.94","5.85","","","","","","","","","","","","2","0","12","0","0","0","6","0.5","0","0","2","","","","","","","","","1","1","112.5","0.15","2.08"
"DeAndre Hopkins","HST","15","WR","146","104","1","1165","5","7","1","6","71.2","10.49","7.98","11.2","3.69","","","","","","","","","","","","2","0","18","0","0","0","9","2.5","1","0.5","0","","","","","","","","","1","1","212.3","0.22","2"
"Josh Bellamy","NYJ","5","WR","3","2","0","20","0","0","0","1","66.7","8","6.67","10","4.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3","0.05","1.5"
"T.Y. Hilton","IND","10","WR","67","45","0","501","0","5","0","2","67.2","10.39","7.48","11.13","4.89","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","102.6","0.21","2.28"
"Mohamed Sanu","NE","15","WR","85","59","0","520","0","2","0","6","69.4","7.74","6.12","8.81","3.31","","","","","","","","","","","","3","0","11","0","0","0","3.67","2.33","0","0","0","","","","","","","","","0","0","94.6","0.12","1.53"
"Alshon Jeffery","PHI","10","WR","69","43","0","490","1","4","0","5","62.3","11.64","7.1","11.4","3.16","","","","","","","","","","","","1","0","2","0","1","0","2","2","1","1","0","","","","","","","","","0","1","100.7","0.2","2.29"
"Julio Jones","ATL","15","WR","149","99","3","1394","6","6","1","6","66.4","12.32","9.36","14.08","3.64","","","","","","","","","","","","2","0","-3","0","0","0","-1.5","1","1","0.5","1","","","","","","","","","0","1","224.6","0.28","2.22"
"Matthew Slater","NE","9","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Justin Watson","TB","13","WR","25","15","0","159","0","2","0","2","60","12.96","6.36","10.6","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","35.4","0.15","2.36"
"Steven Sims","WAS","16","WR","52","34","1","310","0","4","0","4","65.4","7.73","5.96","9.12","5","","","","","","","","","","","","9","1","85","0","1","1","9.44","7.44","3","0.33","0","","","","","","","","","0","0","86.5","0.28","2.01"
"Michael Walker","JAX","3","WR","3","2","0","15","0","0","0","0","66.7","4.33","5","7.5","3.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.5","0.28","1.25"
"Trent Sherfield","ARZ","15","WR","13","4","0","80","0","0","0","2","30.8","15.92","6.15","20","3.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","10","0.04","2.5"
"Riley Ridley","CHI","5","WR","8","6","0","69","0","0","0","0","75","12.75","8.63","11.5","2.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9.9","0.09","1.65"
"Keke Coutee","HST","9","WR","35","22","1","254","0","0","0","3","62.9","7.57","7.26","11.55","6.27","","","","","","","","","","","","2","0","14","0","1","0","7","0","0","0","1","","","","","","","","","0","0","43.8","0.13","1.82"
"Jakobi Meyers","NE","15","WR","40","26","0","359","0","0","0","3","65","10.78","8.97","13.81","4.58","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","48.9","0.12","1.88"
"DaeSean Hamilton","DEN","16","WR","48","28","0","297","0","1","0","4","58.3","8.33","6.19","10.61","4.71","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","49.7","0.08","1.78"
"Da'Mari Scott","NYG","5","WR","3","2","0","22","0","0","0","1","66.7","6.33","7.33","11","7","","","","","","","","","","","","1","0","5","0","0","0","5","2","0","0","0","","","","","","","","","0","0","3.7","0.07","1.23"
"Spencer Schnell","TB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Rashard Davis","TEN","1","WR","1","1","0","16","0","0","0","0","100","16","16","16","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.1","2.1","2.1"
"Darrius Shepherd","GB","5","WR","2","1","0","1","0","0","0","1","50","4","0.5","1","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0.6","0.01","0.6"
"JoJo Natson","LA","0","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"Greg Ward","PHI","7","WR","40","28","0","254","0","1","0","1","70","7.5","6.35","9.07","3.79","","","","","","","","","","","","1","0","5","0","0","0","5","3","0","0","0","","","","","","","","","0","0","45.9","0.15","1.58"
"Isaiah McKenzie","BUF","15","WR","38","27","1","254","0","1","0","2","71.1","4.55","6.68","9.41","7.81","","","","","","","","","","","","8","0","49","0","0","0","6.13","2.75","2","0.25","0","","","","","","","","","0","0","49.8","0.11","1.42"
"Dede Westbrook","JAX","15","WR","97","66","0","660","1","3","0","4","68","7.2","6.8","10","4.73","","","","","","","","","","","","5","0","27","0","0","0","5.4","5","2","0.4","0","","","","","","","","","2","2","119.7","0.16","1.69"
"Tyreek Hill","KC","12","WR","87","58","6","860","2","7","4","4","66.7","12.48","9.89","14.83","4.86","","","","","","","","","","","","8","0","23","0","0","0","2.88","1.88","1","0.13","0","","","","","","","","","0","0","159.3","0.28","2.41"
"Demarcus Robinson","KC","16","WR","53","32","2","449","1","4","1","2","60.4","13.45","8.47","14.03","3.34","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","84.9","0.12","2.65"
"Adam Humphries","TEN","12","WR","47","37","0","374","0","2","0","1","78.7","7.32","7.96","10.11","3.41","","","","","","","","","","","","1","0","1","0","0","0","1","2","0","0","0","","","","","","","","","0","1","68","0.18","1.79"
"Justin Hardy","ATL","16","WR","26","19","0","195","0","0","0","1","73.1","7.85","7.5","10.26","4.26","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","29","0.15","1.53"
"Willie Snead IV","BLT","16","WR","45","31","1","339","0","5","1","2","68.9","8.89","7.53","10.94","4.48","","","","","","","","","","","","2","0","2","0","0","0","1","0.5","0","0","0","","","","","","","","","0","0","79.6","0.12","2.41"
"De'Anthony Thomas","BLT","6","WR","2","1","0","6","0","0","0","1","50","-1","3","6","3","","","","","","","","","","","","2","0","5","0","0","0","2.5","2.5","0","0","0","","","","","","","","","0","0","1.6","0.07","0.53"
"Keenan Allen","LAC","16","WR","147","104","1","1199","2","6","0","5","70.7","10.29","8.16","11.53","3.63","","","","","","","","","","","","3","0","16","0","0","0","5.33","8","0","0","0","","","","","","","","","0","0","209.5","0.22","1.96"
"Chris Hogan","CAR","7","WR","15","8","0","67","0","0","0","0","53.3","8.13","4.47","8.38","4.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","10.7","0.07","1.34"
"Andre Roberts","BUF","12","WR","7","3","0","20","0","0","0","1","42.9","15.86","2.86","6.67","2.33","","","","","","","","","","","","1","0","7","0","0","0","7","2","0","0","0","","","","","","","","","0","0","4.2","0.04","1.05"
"Danny Amendola","DET","15","WR","94","62","2","678","3","1","1","5","66","8.82","7.21","10.94","3.6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","104.8","0.16","1.69"
"Bryan Witzmann","CAR","2","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Diontae Spencer","DEN","14","WR","8","6","0","31","0","0","0","0","75","6.25","3.88","5.17","5.33","","","","","","","","","","","","3","0","6","0","0","0","2","1","0","0","1","","","","","","","","","0","0","6.7","0.09","0.74"
"Cedrick Wilson","DAL","4","WR","8","5","0","46","0","0","0","0","62.5","15.13","5.75","9.2","2.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.1","0.09","1.42"
"Anthony Miller","CHI","16","WR","81","52","0","656","2","2","0","4","64.2","10.19","8.1","12.62","4.33","","","","","","","","","","","","1","0","-1","0","0","0","-1","-1","0","0","1","","","","","","","","","0","0","103.5","0.15","1.95"
"Keelan Doss","OAK","8","WR","15","11","0","133","0","0","0","1","73.3","11.4","8.87","12.09","5.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","18.8","0.1","1.71"
"Trenton Irwin","CIN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Keith Kirkwood","NO","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Braxton Berrios","NYJ","11","WR","10","6","1","115","0","0","0","1","60","9","11.5","19.17","14.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","14.5","0.17","2.42"
"Parris Campbell","IND","7","WR","23","18","0","127","0","1","0","1","78.3","8.13","5.52","7.06","6.06","","","","","","","","","","","","4","0","34","0","0","0","8.5","6.75","2","0.5","2","","","","","","","","","0","0","31.1","0.16","1.41"
"Ray-Ray McCloud III","CAR","0","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"Olabisi Johnson","MIN","16","WR","41","31","0","294","0","3","0","1","75.6","10.27","7.17","9.48","2.16","","","","","","","","","","","","1","0","6","0","0","0","6","2","0","0","0","","","","","","","","","0","0","63.5","0.12","1.98"
"Hunter Renfrow","OAK","13","WR","67","49","2","605","2","4","2","5","73.1","7.21","9.03","12.35","6.37","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","109","0.25","2.22"
"Russell Gage","ATL","16","WR","69","49","0","446","0","1","0","2","71","7.23","6.46","9.1","3.29","","","","","","","","","","","","4","0","12","0","0","0","3","3.25","3","0.75","0","","","","","","","","","0","0","76.3","0.15","1.44"
"Trey Quinn","WAS","12","WR","44","26","0","195","0","1","0","1","59.1","7.05","4.43","7.5","2.42","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","1","1","38.5","0.09","1.48"
"Davion Davis","MIN","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"John Ursua","SEA","3","WR","1","1","0","11","0","0","0","0","100","11","11","11","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.6","0.15","1.6"
"Zach Pascal","IND","16","WR","69","41","0","607","2","5","0","2","59.4","12.43","8.8","14.8","5.71","","","","","","","","","","","","2","0","16","0","0","0","8","2.5","0","0","0","","","","","","","","","1","1","112.8","0.14","2.62"
"Kendrick Bourne","SF","16","WR","44","30","0","358","0","5","0","3","68.2","8.73","8.14","11.93","4.13","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","2","80.8","0.17","2.69"
"Austin Carr","NO","6","WR","4","1","0","9","0","0","0","0","25","10.25","2.25","9","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.4","0.01","1.4"
"Ryan Switzer","PIT","7","WR","10","8","0","27","0","0","0","0","80","1.8","2.7","3.38","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.7","0.08","0.84"
"Chris Godwin","TB","14","WR","114","86","3","1333","6","9","1","1","75.4","10.32","11.69","15.5","6.74","","","","","","","","","","","","1","0","8","0","0","0","8","12","1","1","0","","","","","","","","","1","1","231.1","0.25","2.66"
"JuJu Smith-Schuster","PIT","12","WR","68","42","2","552","1","3","1","6","61.8","9.76","8.12","13.14","5.74","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","94.2","0.16","2.24"
"Tevin Jones","PIT","5","WR","10","4","0","61","0","0","0","2","40","12.7","6.1","15.25","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8.1","0.06","2.02"
"Geronimo Allison","GB","16","WR","54","34","0","287","0","2","0","5","63","8.44","5.31","8.44","3.68","","","","","","","","","","","","1","0","7","0","0","0","7","3","0","0","2","","","","","","","","","1","1","58.4","0.09","1.67"
"Kalif Raymond","TEN","8","WR","12","9","2","170","0","1","1","0","75","18.17","14.17","18.89","1.78","","","","","","","","","","","","1","0","-5","0","0","0","-5","0","0","0","1","","","","","","","","","0","0","27","0.28","2.7"
"Chester Rogers","IND","12","WR","27","16","0","179","0","2","0","4","59.3","9.22","6.63","11.19","4.38","","","","","","","","","","","","1","0","18","0","0","0","18","3","0","0","0","","","","","","","","","0","0","39.7","0.1","2.34"
"Marqui Christian","LA","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Tajae Sharpe","TEN","15","WR","35","25","1","329","0","4","0","0","71.4","14.97","9.4","13.16","2.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","69.4","0.16","2.78"
"Pharoh Cooper","ARZ","13","WR","33","25","0","243","0","1","0","2","75.8","9.3","7.36","9.72","3.16","","","","","","","","","","","","1","0","2","0","0","0","2","1","0","0","0","","","","","","","","","0","0","43","0.18","1.65"
"Jamison Crowder","NYJ","16","WR","118","78","1","834","0","6","0","8","66.1","8.07","7.07","10.69","4.67","","","","","","","","","","","","1","0","4","0","0","0","4","10","1","1","0","","","","","","","","","0","0","158.8","0.2","2.01"
"Tyler Lockett","SEA","16","WR","108","82","3","1057","4","8","1","4","75.9","13.43","9.79","12.89","3.65","","","","","","","","","","","","4","0","-5","0","0","0","-1.25","0.5","0","0","1","","","","","","","","","0","0","194.2","0.2","2.26"
"Albert Wilson","MIA","13","WR","61","43","0","351","0","1","0","5","70.5","5.43","5.75","8.16","4.23","","","","","","","","","","","","5","0","45","0","0","0","9","2","1","0.2","1","","","","","","","","","0","0","67.1","0.15","1.4"
"Deon Lacey","MIA","3","WR","1","0","0","0","0","0","0","0","0","30","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Cole Beasley","BUF","15","WR","99","67","1","778","2","6","0","6","67.7","8.13","7.86","11.61","5.13","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","2","147.3","0.2","2.2"
"Jarius Wright","CAR","16","WR","56","28","0","296","0","0","0","7","50","10.8","5.29","10.57","3.18","","","","","","","","","","","","1","0","-7","0","0","0","-7","3","1","1","0","","","","","","","","","0","0","42.9","0.06","1.48"
"Dontrelle Inman","IND","7","WR","21","12","0","181","0","0","0","2","57.1","13.38","8.62","15.08","2.58","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","24.1","0.13","2.01"
"Randall Cobb","DAL","15","WR","79","55","2","828","2","3","0","9","69.6","10.22","10.48","15.05","6.07","","","","","","","","","","","","3","0","11","0","0","0","3.67","3.33","0","0","2","","","","","","","","","0","0","129.4","0.18","2.23"
"Golden Tate","NYG","11","WR","81","49","3","676","1","6","3","3","60.5","10.79","8.35","13.8","5.94","","","","","","","","","","","","1","0","16","0","0","0","16","4","0","0","1","","","","","","","","","0","1","129.7","0.21","2.59"
