"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Julian Edelman","NE","16","WR","147","100","1","1117","3","6","0","10","68","9.29","7.6","11.17","3.25","","","","","","","","","","","","8","0","27","0","0","0","3.38","1.38","0","0","3","","","","","","","","","1","1","200.4","0.2","1.86"
"Larry Fitzgerald","ARZ","16","WR","104","75","4","804","2","4","0","0","72.1","8.01","7.73","10.72","4.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","141.9","0.16","1.89"
"Gunner Olszewski","NE","5","WR","4","2","0","34","0","0","0","0","50","5.5","8.5","17","8.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.4","0.06","2.2"
"Tom Kennedy","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Ashton Dulin","IND","11","WR","2","2","0","17","0","0","0","0","100","-3","8.5","8.5","11.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.7","0.03","1.35"
"Jason Moore","LAC","8","WR","5","2","0","43","0","0","0","0","40","23.6","8.6","21.5","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.3","0.07","2.65"
"Deonte Harris","NO","11","WR","6","6","0","24","0","0","0","0","100","-2.5","4","4","6.5","","","","","","","","","","","","4","0","31","0","0","0","7.75","1.75","0","0","0","","","","","","","","","0","0","8.5","0.13","0.85"
"Vyncint Smith","NYJ","13","WR","29","17","0","225","0","0","0","2","58.6","11.93","7.76","13.24","6.41","","","","","","","","","","","","3","0","52","0","1","0","17.33","2.33","1","0.33","0","","","","","","","","","0","0","42.2","0.13","2.11"
"Damion Willis","CIN","9","WR","16","9","0","82","0","0","0","2","56.3","11.75","5.13","9.11","1.78","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.7","0.06","1.41"
"Marquise Brown","BLT","14","WR","65","46","4","584","1","7","2","3","70.8","11.83","8.98","12.7","5.09","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","123.4","0.22","2.68"
"N'Keal Harry","NE","7","WR","23","12","0","105","0","2","0","2","52.2","9.96","4.57","8.75","3.75","","","","","","","","","","","","5","0","49","0","0","0","9.8","10.4","4","0.8","0","","","","","","","","","0","0","33.4","0.15","1.96"
"Auden Tate","CIN","12","WR","78","40","0","575","0","1","0","5","51.3","12.86","7.37","14.38","3.42","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","83.5","0.13","2.09"
"Damion Ratley","CLV","13","WR","22","12","1","200","0","1","1","0","54.5","14.27","9.09","16.67","4.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","32","0.13","2.67"
"Allen Lazard","GB","15","WR","51","35","1","477","1","3","0","3","68.6","14.24","9.35","13.63","4.03","","","","","","","","","","","","1","0","21","0","0","0","21","8","0","0","0","","","","","","","","","0","0","85.3","0.18","2.37"
"Dante Pettis","SF","11","WR","23","11","0","109","0","2","0","1","47.8","8.78","4.74","9.91","2.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","28.4","0.09","2.58"
"Stanley Morgan Jr.","CIN","10","WR","10","3","0","18","0","0","0","1","30","6.7","1.8","6","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.3","0.02","1.1"
"Malik Turner","SEA","15","WR","21","15","0","245","0","1","0","3","71.4","12","11.67","16.33","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","38","0.16","2.53"
"Kelvin Harmon","WAS","16","WR","43","30","0","365","0","0","0","0","69.8","11.79","8.49","12.17","3.27","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","51.5","0.11","1.72"
"Cam Sims","WAS","6","WR","3","2","0","27","0","0","0","0","66.7","10.67","9","13.5","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.7","0.07","1.85"
"Christian Blake","ATL","9","WR","23","11","0","91","0","0","0","0","47.8","8.17","3.96","8.27","2.18","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","14.6","0.04","1.33"
"Marquez Valdes-Scantling","GB","16","WR","54","26","5","452","1","2","2","2","48.1","16.8","8.37","17.38","5.96","","","","","","","","","","","","2","0","9","0","0","0","4.5","2.5","0","0","0","","","","","","","","","0","0","71.1","0.13","2.54"
"Christian Kirk","ARZ","13","WR","99","68","1","709","2","3","1","3","68.7","9.74","7.16","10.43","4.35","","","","","","","","","","","","10","0","93","0","0","0","9.3","3","2","0.2","0","","","","","","","","","1","1","132.2","0.17","1.69"
"River Cracraft","DEN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Olamide Zaccheaus","ATL","10","WR","4","3","1","115","0","1","1","0","75","16.25","28.75","38.33","20.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19","0.22","6.33"
"Lil'Jordan Humphrey","NO","5","WR","1","0","0","0","0","0","0","0","0","16","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Javon Wims","CHI","16","WR","38","18","0","186","0","1","0","3","47.4","11.87","4.89","10.33","2.61","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","33.6","0.07","1.87"
"Jalen Guyton","LAC","3","WR","2","0","0","0","0","0","0","0","0","36.5","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Diontae Johnson","PIT","16","WR","86","59","2","680","0","5","2","3","68.6","9.47","7.91","11.53","5.27","","","","","","","","","","","","4","0","41","0","0","0","10.25","7.75","2","0.5","4","","","","","","","","","0","0","131.6","0.2","2.09"
"Chris Lacy","DET","7","WR","10","3","1","60","0","0","0","1","30","14.7","6","20","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.5","0.06","2.5"
"Rico Gafford","OAK","4","WR","2","2","1","66","0","1","1","0","100","24.5","33","33","8.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.6","0.32","6.8"
"Richie James Jr.","SF","15","WR","10","6","2","165","0","1","0","1","60","12.3","16.5","27.5","17.33","","","","","","","","","","","","2","0","-1","0","0","0","-0.5","1","2","1","1","","","","","","","","","0","0","25.4","0.12","3.17"
"David Long Jr.","LA","1","WR","1","0","0","0","0","0","0","0","0","3","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"KhaDarel Hodge","CLV","10","WR","10","4","1","76","0","0","0","1","40","15.4","7.6","19","3.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9.6","0.07","2.4"
"John Franklin III","TB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","11","0","0","0","11","3","0","0","0","","","","","","","","","0","0","1.1","0.55","1.1"
"Fred Brown","DEN","11","WR","3","2","0","21","0","0","0","0","66.7","12","7","10.5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.1","0.03","1.55"
"Gehrig Dieter","KC","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Tim Patrick","DEN","8","WR","30","16","0","218","0","0","0","1","53.3","10.7","7.27","13.63","2.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","29.8","0.1","1.86"
"Cyril Grayson","TB","2","WR","1","1","0","3","0","0","0","0","100","2","3","3","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0.8","0.11","0.8"
"Bobo Wilson","TB","5","WR","11","3","0","35","0","0","0","0","27.3","14.18","3.18","11.67","0.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5","0.05","1.67"
"Cody Hollister","TEN","3","WR","2","2","0","13","0","0","0","0","100","5.5","6.5","6.5","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.3","0.38","1.15"
"Andre Patton","LAC","12","WR","15","6","0","56","0","0","0","2","40","17","3.73","9.33","4.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8.6","0.02","1.43"
"Isaiah Ford","MIA","8","WR","35","23","0","244","0","0","0","2","65.7","8.23","6.97","10.61","3.74","","","","","","","","","","","","1","0","11","0","0","0","11","21","1","1","0","","","","","","","","","0","0","37","0.17","1.54"
"David Moore","SEA","14","WR","34","17","1","301","0","2","1","1","50","15.32","8.85","17.71","7.59","","","","","","","","","","","","3","0","25","0","0","0","8.33","6","2","0.67","1","","","","","","","","","0","0","53.1","0.17","2.66"
"Jamal Agnew","DET","3","WR","2","1","0","-2","0","0","0","0","50","14","-1","-2","2","","","","","","","","","","","","1","0","9","0","0","0","9","2","0","0","0","","","","","","","","","0","0","1.2","0.07","0.6"
"Josh Malone","NYJ","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Mack Hollins","MIA","15","WR","22","10","0","125","0","0","0","2","45.5","14.64","5.68","12.5","3.7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","17.5","0.04","1.75"
"Chad Williams","IND","1","WR","1","0","0","0","0","0","0","0","0","16","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Taywan Taylor","CLV","3","WR","1","0","0","0","0","0","0","0","0","31","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Curtis Samuel","CAR","16","WR","103","54","1","627","0","6","0","7","52.4","14.78","6.09","11.61","2.94","","","","","","","","","","","","19","0","130","0","1","0","6.84","2.79","4","0.21","0","","","","","","","","","0","1","144.7","0.15","1.98"
"Zay Jones","OAK","15","WR","43","27","0","216","0","0","0","0","62.8","11.3","5.02","8","2.89","","","","","","","","","","","","1","0","3","0","0","0","3","1","0","0","0","","","","","","","","","0","0","35.4","0.06","1.26"
"Corey Davis","TEN","15","WR","68","43","0","601","0","2","0","3","63.2","12.4","8.84","13.98","5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","93.6","0.13","2.18"
"Jaydon Mickens","TB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Duke Williams","BUF","4","WR","19","12","1","166","1","1","0","3","63.2","11.32","8.74","13.83","4.08","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","28.6","0.16","2.38"
"Alex Erickson","CIN","16","WR","76","43","2","529","1","0","0","3","56.6","9.22","6.96","12.3","5.44","","","","","","","","","","","","5","0","33","0","0","0","6.6","4.2","3","0.6","1","","","","","","","","","0","0","77.7","0.13","1.62"
"Marcus Johnson","IND","8","WR","32","17","2","277","1","2","1","4","53.1","17.31","8.66","16.29","2.53","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","48.2","0.12","2.84"
"Jakeem Grant","MIA","10","WR","33","19","0","164","0","0","0","2","57.6","12.12","4.97","8.63","4.89","","","","","","","","","","","","4","0","5","0","1","0","1.25","0.75","1","0.25","0","","","","","","","","","0","0","32.4","0.15","1.41"
"Rashard Higgins","CLV","7","WR","10","4","0","55","0","1","0","1","40","12.8","5.5","13.75","2.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.5","0.08","3.38"
"Chris Moore","BLT","10","WR","5","3","0","21","0","0","0","0","60","13.2","4.2","7","3.67","","","","","","","","","","","","1","0","0","0","0","0","0","1","1","1","0","","","","","","","","","0","0","3.6","0.02","0.9"
"Sterling Shepard","NYG","10","WR","83","57","0","576","2","3","0","3","68.7","10.18","6.94","10.11","3.23","","","","","","","","","","","","6","0","72","0","0","0","12","0.67","0","0","0","","","","","","","","","1","1","111.3","0.18","1.77"
"Laquon Treadwell","MIN","13","WR","16","9","1","184","0","1","1","0","56.3","15.63","11.5","20.44","6.44","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","28.9","0.17","3.21"
"Jake Kumerow","GB","14","WR","20","12","1","219","0","1","0","1","60","14.6","10.95","18.25","7.58","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","33.9","0.1","2.82"
"DeAndre Carter","HST","10","WR","13","11","1","162","0","0","0","1","84.6","11.08","12.46","14.73","5.18","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","21.7","0.1","1.97"
"DeAndrew White","CAR","8","WR","8","4","0","51","0","0","0","0","50","16.75","6.38","12.75","6.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.1","0.12","1.77"
"Geremy Davis","LAC","6","WR","3","3","0","38","0","0","0","0","100","12","12.67","12.67","0.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.3","0.06","1.77"
"J.J. Nelson","OAK","2","WR","5","4","0","36","0","1","0","0","80","5.2","7.2","9","3.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","11.6","0.22","2.9"
"Chris Conley","JAX","16","WR","88","47","3","775","1","5","2","7","53.4","14.65","8.81","16.49","5.26","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","3","131","0.15","2.79"
"Devin Smith","DAL","4","WR","8","5","1","113","0","1","1","0","62.5","19.75","14.13","22.6","6.8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19.8","0.15","3.96"
"DeVante Parker","MIA","16","WR","119","72","7","1202","4","9","1","5","60.5","14.73","10.1","16.69","3.74","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","210.2","0.23","2.92"
"Amari Cooper","DAL","16","WR","116","79","6","1189","4","8","2","7","68.1","12.98","10.25","15.05","2.94","","","","","","","","","","","","1","0","6","0","0","0","6","2","0","0","0","","","","","","","","","0","0","207","0.24","2.59"
"Taylor Gabriel","CHI","9","WR","48","29","1","353","0","4","0","3","60.4","11.88","7.35","12.17","2.83","","","","","","","","","","","","3","0","20","0","0","0","6.67","2.67","1","0.33","0","","","","","","","","","0","1","75.8","0.17","2.37"
"Allen Hurns","MIA","14","WR","46","32","0","416","0","2","0","3","69.6","11.52","9.04","13","2.91","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","69.6","0.13","2.17"
"Bennie Fowler","NYG","8","WR","31","23","0","193","0","0","0","2","74.2","10.84","6.23","8.39","1.35","","","","","","","","","","","","1","0","20","0","0","0","20","23","1","1","0","","","","","","","","","1","1","32.8","0.1","1.37"
"Quincy Enunwa","NYJ","1","WR","3","1","0","-4","0","0","0","0","33.3","11.67","-1.33","-4","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","0.1","0","0.1"
"T.J. Jones","NYG","3","WR","4","3","0","38","0","1","0","0","75","10.75","9.5","12.67","6.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","11.3","0.24","3.77"
"Ryan Grant","GB","2","WR","9","4","0","14","0","0","0","1","44.4","3","1.56","3.5","1.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.4","0.04","0.85"
"Walt Aikens","MIA","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"John Brown","BUF","15","WR","114","72","3","1060","2","6","2","4","63.2","14.64","9.3","14.72","3.07","","","","","","","","","","","","2","0","7","0","0","0","3.5","1","0","0","0","","","","","","","","","0","0","178.7","0.2","2.41"
"Allen Robinson II","CHI","16","WR","153","98","1","1147","3","7","0","3","64.1","11.73","7.5","11.7","2.68","","","","","","","","","","","","1","0","2","0","0","0","2","1","0","0","0","","","","","","","","","0","0","205.9","0.21","2.08"
"Cody Latimer","NYG","15","WR","39","24","2","300","0","2","0","2","61.5","12.54","7.69","12.5","3.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","54","0.15","2.25"
"Paul Richardson Jr.","WAS","10","WR","41","28","0","245","0","2","0","2","68.3","10.07","5.98","8.75","1.75","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","0","0","","","","","","","","","0","0","50.5","0.13","1.74"
"Jordan Matthews","SF","3","WR","13","4","0","33","0","0","0","1","30.8","17.46","2.54","8.25","1.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.3","0.04","1.32"
"Marqise Lee","JAX","6","WR","3","3","0","18","0","0","0","0","100","4.67","6","6","1.33","","","","","","","","","","","","1","0","1","0","0","0","1","6","0","0","0","","","","","","","","","0","0","3.4","0.03","0.85"
"Adam Thielen","MIN","10","WR","47","30","1","418","1","6","0","1","63.8","14.09","8.89","13.93","4","","","","","","","","","","","","4","0","6","0","1","0","1.5","3","1","0.25","0","","","","","","","","","0","0","99.4","0.23","2.92"
"Russell Shepard","NYG","3","WR","8","3","0","25","0","0","0","0","37.5","9.5","3.13","8.33","4.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4","0.05","1.33"
"Jaron Brown","SEA","14","WR","28","16","1","220","0","2","0","2","57.1","9.54","7.86","13.75","3.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","42","0.11","2.63"
"Kenny Stills","HST","13","WR","53","40","2","561","1","4","0","2","75.5","10.85","10.58","14.03","3.58","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","100.1","0.17","2.5"
"Marquise Goodwin","SF","8","WR","21","12","0","186","0","1","0","4","57.1","13.14","8.86","15.5","3.17","","","","","","","","","","","","1","0","15","0","0","0","15","1","0","0","0","","","","","","","","","0","0","32.1","0.12","2.47"
"Robert Woods","LA","15","WR","129","90","1","1134","3","2","0","2","69.8","8.42","8.79","12.6","6.44","","","","","","","","","","","","17","0","115","0","1","0","6.76","3.12","1","0.06","0","","","","","","","","","0","0","187.9","0.19","1.76"
"Cordarrelle Patterson","CHI","16","WR","15","11","0","83","0","0","0","0","73.3","4.13","5.53","7.55","6.73","","","","","","","","","","","","17","1","103","0","0","0","6.06","2.53","3","0.18","0","","","","","","","","","0","0","24.1","0.12","0.86"
"Tavon Austin","DAL","14","WR","23","13","1","177","0","1","1","0","56.5","14.04","7.7","13.62","6.38","","","","","","","","","","","","6","0","47","0","1","0","7.83","2.33","1","0.17","1","","","","","","","","","0","0","40.9","0.13","2.15"
"Josh Gordon","SEA","11","WR","43","27","2","426","0","1","0","3","62.8","11.05","9.91","15.78","5.7","","","","","","","","","","","","1","0","1","0","0","0","1","1","0","0","0","","","","","","","","","0","0","62.2","0.13","2.22"
"Marvin Jones Jr.","DET","13","WR","90","62","1","779","2","9","0","3","68.9","13.74","8.66","12.56","1.81","","","","","","","","","","","","2","0","0","0","0","0","0","0.5","0","0","0","","","","","","","","","0","0","162.9","0.2","2.55"
"Travis Benjamin","LAC","5","WR","16","6","0","30","0","0","0","3","37.5","13.25","1.88","5","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6","0.03","1"
"Dwayne Harris","OAK","2","WR","1","1","0","7","0","0","0","0","100","-1","7","7","8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.2","0.24","1.2"
"Antonio Brown","NE","1","WR","8","4","0","56","0","1","0","0","50","12.5","7","14","1.5","","","","","","","","","","","","1","0","5","0","0","0","5","1","0","0","0","","","","","","","","","0","0","14.1","0.59","2.82"
"Emmanuel Sanders","SF","17","WR","96","66","3","869","3","5","1","1","68.8","11.14","9.05","13.17","3.64","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","149.9","0.18","2.27"
"Demaryius Thomas","NYJ","11","WR","55","36","1","433","0","1","0","5","65.5","10.24","7.87","12.03","4.89","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","67.3","0.15","1.87"
"Michael Crabtree","ARZ","2","WR","5","4","0","22","0","0","0","0","80","4.8","4.4","5.5","1.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.2","0.14","1.05"
"DeSean Jackson","PHI","3","WR","10","9","2","159","1","2","2","1","90","14.5","15.9","17.67","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","32.4","0.5","3.6"
"Ted Ginn Jr.","NO","16","WR","53","30","2","421","1","2","0","4","56.6","16.43","7.94","14.03","1.6","","","","","","","","","","","","3","0","18","0","0","0","6","0.33","0","0","0","","","","","","","","","0","0","70.9","0.12","2.15"
"Craig Reynolds","WAS","0","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"Darwin Thompson","KC","11","RB","10","9","0","43","0","0","0","1","90","-1.9","4.3","4.78","7","","","","","","","","","","","","37","0","128","0","1","0","3.46","2.78","6","0.16","0","","","","","","","","","0","0","27.6","0.26","0.6"
"Trenton Cannon","NYJ","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Christian Wilkins","MIA","2","RB","1","1","0","0","0","1","0","0","100","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","6.5","3.25","6.5"
"Nick Scott","LA","4","RB","1","1","0","23","0","0","0","0","100","0","23","23","23","","","","","","","","","","","","1","0","6","0","0","0","6","6","1","1","0","","","","","","","","","0","0","3.4","0.85","1.7"
"Nyheim Hines","IND","16","RB","57","44","0","320","0","0","0","6","77.2","1.46","5.61","7.27","7.09","","","","","","","","","","","","52","0","199","0","2","0","3.83","2.58","3","0.06","1","","","","","","","","","0","0","85.9","0.25","0.89"
"Reggie Bonnafon","CAR","9","RB","9","6","0","57","0","0","0","1","66.7","3.33","6.33","9.5","8.33","","","","","","","","","","","","16","1","116","0","1","1","7.25","2.06","1","0.06","0","","","","","","","","","0","0","26.3","0.39","1.2"
"Jaylen Samuels","PIT","14","RB","56","47","0","305","0","1","0","5","83.9","-0.89","5.45","6.49","7.91","","","","","","","","","","","","66","0","175","0","1","0","2.65","2.21","7","0.11","1","","","","","","","","","0","0","83.5","0.23","0.74"
"Gus Edwards","BLT","16","RB","7","7","0","45","0","0","0","0","100","-0.14","6.43","6.43","6.57","","","","","","","","","","","","133","1","711","2","2","1","5.35","3.38","23","0.17","2","","","","","","","","","0","0","91.1","0.23","0.65"
"Mark Walton","MIA","7","RB","19","15","0","89","0","0","0","0","78.9","-1.74","4.68","5.93","7.93","","","","","","","","","","","","53","0","201","0","0","0","3.79","3.08","8","0.15","1","","","","","","","","","0","0","36.5","0.19","0.54"
"Benny Snell Jr.","PIT","11","RB","4","3","0","23","0","0","0","0","75","-0.5","5.75","7.67","7","","","","","","","","","","","","108","0","426","0","2","0","3.94","3.18","20","0.19","1","","","","","","","","","0","0","58.4","0.35","0.53"
"Josh Jacobs","OAK","13","RB","26","20","0","166","0","0","0","3","76.9","-1.5","6.38","8.3","9.6","","","","","","","","","","","","242","2","1150","5","7","0","4.75","3.48","69","0.29","1","","","","","","","","","0","0","183.6","0.4","0.7"
"Qadree Ollison","ATL","6","RB","2","1","0","7","0","0","0","0","50","2","3.5","7","3","","","","","","","","","","","","22","0","50","0","4","0","2.27","1.82","1","0.05","1","","","","","","","","","0","0","30.2","0.54","1.31"
"Ito Smith","ATL","7","RB","14","11","0","87","0","0","0","0","78.6","1.5","6.21","7.91","6.82","","","","","","","","","","","","22","0","106","0","1","0","4.82","3.09","4","0.18","0","","","","","","","","","0","0","30.8","0.21","0.93"
"Myles Gaskin","MIA","7","RB","10","7","0","51","0","0","0","2","70","0","5.1","7.29","6.71","","","","","","","","","","","","36","0","133","0","1","0","3.69","3.28","8","0.22","0","","","","","","","","","0","0","27.9","0.22","0.65"
"Dexter Williams","GB","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","5","0","11","0","0","0","2.2","1.6","0","0","0","","","","","","","","","0","0","1.1","0.11","0.22"
"Devine Ozigbo","JAX","4","RB","5","3","0","23","0","0","0","1","60","0.4","4.6","7.67","7","","","","","","","","","","","","9","0","27","0","0","0","3","1.89","0","0","0","","","","","","","","","0","0","6.5","0.22","0.54"
"Justice Hill","BLT","16","RB","14","8","0","70","0","0","0","1","57.1","1.43","5","8.75","10.25","","","","","","","","","","","","58","0","225","0","2","0","3.88","2.03","8","0.14","0","","","","","","","","","0","0","45.5","0.24","0.69"
"Travis Homer","SEA","4","RB","12","11","0","56","0","0","0","1","91.7","-0.08","4.67","5.09","5.73","","","","","","","","","","","","18","0","114","0","0","0","6.33","2.28","2","0.11","0","","","","","","","","","0","0","22.5","0.26","0.78"
"Chase Edmonds","ARZ","10","RB","19","12","0","105","0","1","0","5","63.2","-0.16","5.53","8.75","8.67","","","","","","","","","","","","60","0","303","1","4","0","5.05","2.95","8","0.13","0","","","","","","","","","0","0","76.8","0.37","1.07"
"Jon Hilliman","NYG","3","RB","4","3","0","1","0","0","0","0","75","-0.5","0.25","0.33","3.33","","","","","","","","","","","","30","0","91","0","0","0","3.03","1.93","0","0","2","","","","","","","","","0","0","10.7","0.1","0.32"
"Alexander Mattison","MIN","13","RB","11","10","0","82","0","0","0","0","90.9","2.82","7.45","8.2","7.7","","","","","","","","","","","","100","0","462","0","1","0","4.62","3.22","18","0.18","1","","","","","","","","","0","0","65.4","0.33","0.59"
"Ryquell Armstead","JAX","14","RB","21","14","0","144","0","2","0","3","66.7","2.14","6.86","10.29","8.14","","","","","","","","","","","","35","0","108","0","0","0","3.09","2.57","4","0.11","0","","","","","","","","","0","0","44.2","0.29","0.9"
